Date	Open	High	Low	Close	Change (Pips)	Change (%)
Mar 08, 2019 12:00	1.12214	1.12405	1.12148	1.12253	+3.9	+0.03%
Mar 08, 2019 11:00	1.12152	1.12232	1.1213	1.12217	+6.5	+0.06%
Mar 08, 2019 10:00	1.12182	1.12206	1.12137	1.12148	-3.4	-0.03%
Mar 08, 2019 09:00	1.12129	1.12199	1.1209	1.12183	+5.4	+0.05%
Mar 08, 2019 08:00	1.12083	1.12157	1.12062	1.12129	+4.6	+0.04%
Mar 08, 2019 07:00	1.121	1.12126	1.12003	1.12084	-1.6	-0.01%
Mar 08, 2019 06:00	1.12069	1.12115	1.11973	1.12096	+2.7	+0.02%
Mar 08, 2019 05:00	1.12014	1.12091	1.1201	1.12071	+5.7	+0.05%
Mar 08, 2019 04:00	1.11988	1.12017	1.11965	1.12014	+2.6	+0.02%
Mar 08, 2019 03:00	1.11966	1.11995	1.11939	1.11987	+2.1	+0.02%
Mar 08, 2019 02:00	1.11987	1.12012	1.11941	1.11971	-1.6	-0.01%
Mar 08, 2019 01:00	1.11887	1.12009	1.11867	1.11987	+10.0	+0.09%
Mar 08, 2019 00:00	1.11914	1.11949	1.11854	1.11887	-2.7	-0.02%
Mar 07, 2019 23:00	1.11983	1.11983	1.11861	1.11913	-7.0	-0.06%
Mar 07, 2019 22:00	1.11914	1.11985	1.11914	1.1198	+6.6	+0.06%
Mar 07, 2019 21:00	1.11939	1.11939	1.11909	1.11917	-2.2	-0.02%
Mar 07, 2019 20:00	1.11817	1.1195	1.11803	1.11939	+12.2	+0.11%
Mar 07, 2019 19:00	1.11832	1.11873	1.11784	1.11813	-1.9	-0.02%
Mar 07, 2019 18:00	1.12184	1.12192	1.11762	1.11833	-35.1	-0.31%
Mar 07, 2019 17:00	1.12252	1.12257	1.12161	1.12186	-6.6	-0.06%
Mar 07, 2019 16:00	1.12135	1.12291	1.12075	1.12251	+11.6	+0.10%
Mar 07, 2019 15:00	1.12316	1.12336	1.12058	1.12133	-18.3	-0.16%
Mar 07, 2019 14:00	1.12327	1.1243	1.12301	1.12316	-1.1	-0.01%
Mar 07, 2019 13:00	1.12603	1.12604	1.12295	1.12329	-27.4	-0.24%
Mar 07, 2019 12:00	1.12885	1.12886	1.12538	1.12602	-28.3	-0.25%
Mar 07, 2019 11:00	1.13086	1.13103	1.12743	1.12884	-20.2	-0.18%
Mar 07, 2019 10:00	1.13163	1.13202	1.13073	1.13087	-7.6	-0.07%
Mar 07, 2019 09:00	1.13096	1.13187	1.13084	1.13166	+7.0	+0.06%
Mar 07, 2019 08:00	1.13111	1.13136	1.13075	1.13091	-2.0	-0.02%
Mar 07, 2019 07:00	1.13071	1.13132	1.13045	1.1311	+3.9	+0.03%
Mar 07, 2019 06:00	1.13027	1.13101	1.13014	1.13075	+4.8	+0.04%
Mar 07, 2019 05:00	1.13064	1.13074	1.13022	1.13025	-3.9	-0.03%
Mar 07, 2019 04:00	1.13039	1.13063	1.1303	1.13061	+2.2	+0.02%
Mar 07, 2019 03:00	1.13048	1.13066	1.13043	1.13043	-0.5	+0.00%
Mar 07, 2019 02:00	1.13065	1.13085	1.13027	1.13044	-2.1	-0.02%
Mar 07, 2019 01:00	1.13088	1.13104	1.13049	1.13067	-2.1	-0.02%
Mar 07, 2019 00:00	1.13116	1.13133	1.13081	1.13085	-3.1	-0.03%
Mar 06, 2019 23:00	1.13128	1.13154	1.13092	1.13115	-1.3	-0.01%
Mar 06, 2019 22:00	1.13083	1.13139	1.13068	1.13132	+4.9	+0.04%
Mar 06, 2019 21:00	1.13062	1.131	1.13059	1.13083	+2.1	+0.02%
Mar 06, 2019 20:00	1.13113	1.13115	1.13062	1.13064	-4.9	-0.04%
Mar 06, 2019 19:00	1.13076	1.1312	1.13064	1.1311	+3.4	+0.03%
Mar 06, 2019 18:00	1.13071	1.13111	1.13041	1.13075	+0.4	+0.00%
Mar 06, 2019 17:00	1.13078	1.13113	1.1306	1.1307	-0.8	-0.01%
Mar 06, 2019 16:00	1.1318	1.13194	1.13042	1.13078	-10.2	-0.09%
Mar 06, 2019 15:00	1.13175	1.13249	1.1312	1.13185	+1.0	+0.01%
Mar 06, 2019 14:00	1.131	1.13235	1.13062	1.13173	+7.3	+0.06%
Mar 06, 2019 13:00	1.13048	1.13173	1.13045	1.131	+5.2	+0.05%
Mar 06, 2019 12:00	1.13025	1.13148	1.12853	1.13045	+2.0	+0.02%
Mar 06, 2019 11:00	1.13017	1.13054	1.12996	1.13025	+0.8	+0.01%
Mar 06, 2019 10:00	1.13034	1.13066	1.13016	1.13019	-1.5	-0.01%
Mar 06, 2019 09:00	1.13013	1.13054	1.12983	1.13034	+2.1	+0.02%
Mar 06, 2019 08:00	1.13071	1.13076	1.13003	1.13013	-5.8	-0.05%
Mar 06, 2019 07:00	1.13008	1.13102	1.12994	1.13069	+6.1	+0.05%
Mar 06, 2019 06:00	1.13022	1.13039	1.12961	1.13006	-1.6	-0.01%
Mar 06, 2019 05:00	1.12977	1.13035	1.12944	1.13022	+4.5	+0.04%
Mar 06, 2019 04:00	1.12989	1.13	1.12942	1.12978	-1.1	-0.01%
Mar 06, 2019 03:00	1.12927	1.12991	1.12926	1.12987	+6.0	+0.05%
Mar 06, 2019 02:00	1.12954	1.12982	1.12897	1.12929	-2.5	-0.02%
Mar 06, 2019 01:00	1.1303	1.13036	1.12925	1.12955	-7.5	-0.07%
Mar 06, 2019 00:00	1.13008	1.13036	1.12983	1.13028	+2.0	+0.02%
Mar 05, 2019 23:00	1.1306	1.13071	1.12978	1.13007	-5.3	-0.05%
Mar 05, 2019 22:00	1.12992	1.13063	1.12992	1.13058	+6.6	+0.06%
Mar 05, 2019 21:00	1.13078	1.1308	1.12986	1.12997	-8.1	-0.07%
Mar 05, 2019 20:00	1.13075	1.13083	1.13046	1.1307	-0.5	+0.00%
Mar 05, 2019 19:00	1.13027	1.13082	1.13026	1.13077	+5.0	+0.04%
Mar 05, 2019 18:00	1.13061	1.13084	1.13022	1.13029	-3.2	-0.03%
Mar 05, 2019 17:00	1.12975	1.13106	1.12941	1.13061	+8.6	+0.08%
Mar 05, 2019 16:00	1.12985	1.12997	1.12895	1.12971	-1.4	-0.01%
Mar 05, 2019 15:00	1.13062	1.13072	1.12921	1.12985	-7.7	-0.07%
Mar 05, 2019 14:00	1.13239	1.13239	1.12919	1.13064	-17.5	-0.15%
Mar 05, 2019 13:00	1.13309	1.13354	1.13193	1.13259	-5.0	-0.04%
Mar 05, 2019 12:00	1.13233	1.13311	1.13223	1.13306	+7.3	+0.06%
Mar 05, 2019 11:00	1.13336	1.13384	1.13226	1.13232	-10.4	-0.09%
Mar 05, 2019 10:00	1.13243	1.1334	1.13229	1.13339	+9.6	+0.08%
Mar 05, 2019 09:00	1.13275	1.13295	1.13206	1.13246	-2.9	-0.03%
Mar 05, 2019 08:00	1.13356	1.13374	1.13253	1.13272	-8.4	-0.07%
Mar 05, 2019 07:00	1.13266	1.13379	1.13159	1.13354	+8.8	+0.08%
Mar 05, 2019 06:00	1.13234	1.13276	1.1318	1.13266	+3.2	+0.03%
Mar 05, 2019 05:00	1.13289	1.13312	1.13203	1.13236	-5.3	-0.05%
Mar 05, 2019 04:00	1.13306	1.13307	1.13273	1.13289	-1.7	-0.02%
Mar 05, 2019 03:00	1.13276	1.13315	1.13247	1.13308	+3.2	+0.03%
Mar 05, 2019 02:00	1.13356	1.13378	1.13272	1.13276	-8.0	-0.07%
Mar 05, 2019 01:00	1.13338	1.13368	1.13324	1.13357	+1.9	+0.02%
Mar 05, 2019 00:00	1.13342	1.13354	1.13324	1.13333	-0.9	-0.01%
Mar 04, 2019 23:00	1.13363	1.13376	1.13323	1.13339	-2.4	-0.02%
Mar 04, 2019 22:00	1.13356	1.13388	1.13356	1.13366	+1.0	+0.01%
Mar 04, 2019 21:00	1.13393	1.13409	1.13337	1.13354	-3.9	-0.03%
Mar 04, 2019 20:00	1.1342	1.13429	1.13395	1.13397	-2.3	-0.02%
Mar 04, 2019 19:00	1.13307	1.13428	1.13287	1.13425	+11.8	+0.10%
Mar 04, 2019 18:00	1.13296	1.13324	1.13249	1.13305	+0.9	+0.01%
Mar 04, 2019 17:00	1.1332	1.13349	1.13264	1.13295	-2.5	-0.02%
Mar 04, 2019 16:00	1.13283	1.13354	1.13278	1.13322	+3.9	+0.03%
Mar 04, 2019 15:00	1.13225	1.13286	1.13172	1.13281	+5.6	+0.05%
Mar 04, 2019 14:00	1.13257	1.13271	1.1309	1.13226	-3.1	-0.03%
Mar 04, 2019 13:00	1.13426	1.1343	1.1322	1.13256	-17.0	-0.15%
Mar 04, 2019 12:00	1.1334	1.13454	1.13319	1.13426	+8.6	+0.08%
Mar 04, 2019 11:00	1.1333	1.13384	1.13307	1.13341	+1.1	+0.01%
Mar 04, 2019 10:00	1.13377	1.13428	1.13277	1.13332	-4.5	-0.04%
Mar 04, 2019 09:00	1.1343	1.13453	1.13348	1.13377	-5.3	-0.05%
Mar 04, 2019 08:00	1.13424	1.13467	1.13369	1.13427	+0.3	+0.00%
Mar 04, 2019 07:00	1.13581	1.13581	1.13342	1.13428	-15.3	-0.13%
Mar 04, 2019 06:00	1.13657	1.13691	1.13553	1.13579	-7.8	-0.07%
Mar 04, 2019 05:00	1.13626	1.13682	1.13608	1.1366	+3.4	+0.03%
Mar 04, 2019 04:00	1.13647	1.13665	1.13618	1.13626	-2.1	-0.02%
Mar 04, 2019 03:00	1.13664	1.13672	1.13634	1.13642	-2.2	-0.02%
Mar 04, 2019 02:00	1.13654	1.13678	1.13619	1.13668	+1.4	+0.01%
Mar 04, 2019 01:00	1.13686	1.13705	1.13638	1.13652	-3.4	-0.03%
Mar 04, 2019 00:00	1.13697	1.13702	1.13669	1.13689	-0.8	-0.01%
Mar 03, 2019 23:00	1.1375	1.13752	1.13676	1.13695	-5.5	-0.05%
Mar 03, 2019 22:00	1.13774	1.13812	1.13723	1.13749	-2.5	-0.02%
Mar 03, 2019 21:00	1.13821	1.13821	1.1373	1.13772	-4.9	-0.04%
Mar 01, 2019 20:00	1.13645	1.13684	1.1363	1.13635	-1.0	-0.01%
Mar 01, 2019 19:00	1.13583	1.13652	1.13556	1.13647	+6.4	+0.06%
Mar 01, 2019 18:00	1.13634	1.13651	1.13542	1.13578	-5.6	-0.05%
Mar 01, 2019 17:00	1.13655	1.13665	1.13619	1.13637	-1.8	-0.02%
Mar 01, 2019 16:00	1.13751	1.13772	1.13648	1.13652	-9.9	-0.09%
Mar 01, 2019 15:00	1.13861	1.13883	1.1373	1.13747	-11.4	-0.10%
Mar 01, 2019 14:00	1.13964	1.14086	1.13853	1.13863	-10.1	-0.09%
Mar 01, 2019 13:00	1.13815	1.13998	1.13761	1.13959	+14.4	+0.13%
Mar 01, 2019 12:00	1.13782	1.13849	1.13752	1.13819	+3.7	+0.03%
Mar 01, 2019 11:00	1.13843	1.1388	1.13775	1.13785	-5.8	-0.05%
Mar 01, 2019 10:00	1.13748	1.13858	1.13734	1.13841	+9.3	+0.08%
Mar 01, 2019 09:00	1.13602	1.13771	1.13552	1.13748	+14.6	+0.13%
Mar 01, 2019 08:00	1.13635	1.13668	1.13575	1.13604	-3.1	-0.03%
Mar 01, 2019 07:00	1.13721	1.13729	1.1353	1.13631	-9.0	-0.08%
Mar 01, 2019 06:00	1.13619	1.1374	1.13619	1.1372	+10.1	+0.09%
Mar 01, 2019 05:00	1.13708	1.13742	1.13615	1.13622	-8.6	-0.08%
Mar 01, 2019 04:00	1.13744	1.13749	1.13704	1.13707	-3.7	-0.03%
Mar 01, 2019 03:00	1.13693	1.13751	1.13693	1.13739	+4.6	+0.04%
Mar 01, 2019 02:00	1.13695	1.13723	1.13676	1.13695	+0.0	+0.00%
Mar 01, 2019 01:00	1.13717	1.1372	1.13637	1.13694	-2.3	-0.02%
Mar 01, 2019 00:00	1.13698	1.13751	1.13694	1.13719	+2.1	+0.02%
